iter	Logloss
0	0.5976380583
1	0.5238593299
2	0.4633581064
3	0.3993380214
4	0.3597571101
5	0.3242383026
6	0.2881071722
7	0.258437365
8	0.2309842264
9	0.2076787854
10	0.1867687472
11	0.1698082596
12	0.1536325049
13	0.140659892
14	0.1302295033
15	0.1197358538
16	0.1136673809
17	0.1084608461
18	0.100939584
19	0.09510311389
20	0.08987933862
21	0.08528515032
22	0.08002164454
23	0.07629438075
24	0.07253190294
25	0.07072200879
26	0.06844264281
27	0.06529494462
28	0.06275075887
29	0.06106075881
30	0.0594905474
31	0.05773647844
32	0.05674973844
33	0.05597391051
34	0.05460905086
35	0.05367225676
36	0.05298913578
37	0.05233247917
38	0.05121453659
39	0.05031672557
40	0.04953071746
41	0.04867376002
42	0.04810441666
43	0.04756092586
44	0.04730499606
45	0.04684069516
46	0.04631524943
47	0.04610447207
48	0.04590057737
49	0.04569825957
50	0.0452331961
51	0.044950703
52	0.04456969411
53	0.04430937324
54	0.04407713898
55	0.04379880458
56	0.04353054355
57	0.0432974067
58	0.04309173711
59	0.04292989405
60	0.0428253472
61	0.04267636439
62	0.04252892064
63	0.04240662543
64	0.04225536811
65	0.0420267252
66	0.04191512379
67	0.0417607535
68	0.04159475423
69	0.04153546736
70	0.04141523972
71	0.04138999274
72	0.04128419341
73	0.04121398127
74	0.04108292575
75	0.04102148904
76	0.04094737552
77	0.04081150846
78	0.04067885192
79	0.04059095684
80	0.04046056042
81	0.04038311255
82	0.04033941153
83	0.04025508738
84	0.04014662763
85	0.04006770772
86	0.04002430354
87	0.03995564952
88	0.03987281182
89	0.03983451439
90	0.03975181944
91	0.03968984913
92	0.03965621513
93	0.03959914357
94	0.03952519315
95	0.0394938298
96	0.0394577126
97	0.0394208388
98	0.03938894781
99	0.03935355683
100	0.03931012331
101	0.03927283586
102	0.03924197442
103	0.03918520212
104	0.03912908113
105	0.03906227726
106	0.03900776329
107	0.03896246582
108	0.03889582367
109	0.03884473812
110	0.03878872263
111	0.03874350287
112	0.03872710692
113	0.03866720254
114	0.0386002142
115	0.03855710005
116	0.03850944741
117	0.03848322642
118	0.03846110012
119	0.0384229565
120	0.03837824118
121	0.03833555287
122	0.0382958254
123	0.03825129743
124	0.03819749864
125	0.03816861988
126	0.03813104943
127	0.03808096672
128	0.0380428857
129	0.03801247141
130	0.03795526245
131	0.03793196955
132	0.03790579732
133	0.0378711112
134	0.03784954917
135	0.03782021538
136	0.03779193598
137	0.03775433745
138	0.03773157642
139	0.03770320904
140	0.037668044
141	0.0376675837
142	0.03766536018
143	0.03764264562
144	0.03760772806
145	0.03759337043
146	0.03754942036
147	0.03752922359
148	0.03749673144
149	0.03749585465
150	0.03748181657
151	0.03743406994
152	0.03738549967
153	0.03735854559
154	0.03733157735
155	0.03730031835
156	0.03727805852
157	0.03725155057
158	0.03722519824
159	0.0372124268
160	0.03718869645
161	0.03714513916
162	0.03708701481
163	0.03707465509
164	0.03702371266
165	0.03698522821
166	0.03695216168
167	0.03692219863
168	0.03690125504
169	0.0368598487
170	0.03683319527
171	0.03682622519
172	0.03682605216
173	0.0367942098
174	0.03676433407
175	0.03673046865
176	0.03669448696
177	0.03668365244
178	0.03665926253
179	0.03662899387
180	0.03658039144
181	0.03656406649
182	0.03654831128
183	0.03652966041
184	0.03650777058
185	0.03647503924
186	0.03644531234
187	0.03641834803
188	0.03640874822
189	0.0363780844
190	0.03636358121
