,Name,City,Rating,Loc,Description,Adress,Link,Lat,Long
480,Sous les clochers de Rouen - spacieux logement,Rouen,8.3,"Centre-ville de Rouen, Rouen","Situé dans le centre de Rouen, à 200 mètres de la cathédrale Notre-Dame et à 1,3 km de la gare de Rouen Rive Droite, l'établissement Sous les clochers de Rouen - spacieux logement propose une...","3 Rue des Chanoines, 76000 Rouen, France",https://www.booking.com/hotel/fr/sous-les-clochers-de-rouen-spacieux-logement.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=b73499c38d5a03d5&srepoch=1680299528&from=searchresults#hotelTmpl,49.4405281,1.096549
481,"Studio au coeur de Rouen, 4 personnes, calme & élégant",Rouen,9.3,"Centre-ville de Rouen, Rouen","Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, le Studio au coeur de Rouen, 4 personnes, calme & élégant est situé en plein cœur de Rouen, à seulement 300 mètres de la cathédrale...","1 Place du Maréchal Foch, 76000 Rouen, France",https://www.booking.com/hotel/fr/au-coeur-de-rouen-4-personnes-calme.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=b73499c38d5a03d5&srepoch=1680299528&from=searchresults#hotelTmpl,49.44223,1.0913951
482,Le Fontenelle Appartement hyper centre par beds76,Rouen,10.0,"Centre-ville de Rouen, Rouen","Situé dans le centre de Rouen, à moins de 1 km de la cathédrale Notre-Dame et à 10 minutes à pied de la gare de Rouen Rive Droite, l'établissement Le Fontenelle Appartement hyper centre par beds76...","72 Rue de Fontenelle, 76000 Rouen, France",https://www.booking.com/hotel/fr/le-fontenelle-appartement-hyper-centre-par-beds76.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=b73499c38d5a03d5&srepoch=1680299528&from=searchresults#hotelTmpl,49.4412604,1.0844614
483,Studio Amandine - Centre historique,Rouen,3.3,"Centre-ville de Rouen, Rouen","Situé à 700 mètres de la cathédrale Notre-Dame de Rouen et à 600 mètres de la gare de Rouen Rive Droite, le Studio Amandine - Centre historique propose un hébergement dans un quartier central de...","6 Rue du Cordier, 76000 Rouen, France",https://www.booking.com/hotel/fr/studio-amandine-centre-historique.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=b73499c38d5a03d5&srepoch=1680299528&from=searchresults#hotelTmpl,49.611261999999996,0.7497065000000043
484,Superbe T2 avec vue sur cour - Rouen centre,Rouen,10.0,Rouen,"Idéalement situé au cœur de Rouen, le Superbe T2 avec vue sur cour - Rouen centre offre une vue sur la ville et possède un jardin. Vous bénéficierez d'une connexion Wi-Fi gratuite et d'une terrasse. ","8 BIS 8 Rue d'Écosse, 76000 Rouen, France",https://www.booking.com/hotel/fr/superbe-t2-avec-vue-sur-cour-rouen-centre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=b73499c38d5a03d5&srepoch=1680299528&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,
485,Maison entière: les Célestins,Rouen,7.0,"Centre-ville de Rouen, Rouen",La Maison entière: les Célestins est idéalement située dans le centre de Rouen et dispose d'un jardin. Vous bénéficierez d'une connexion Wi-Fi gratuite dans l'ensemble des locaux. ,"7 Rue des Célestins, 76000 Rouen, France",https://www.booking.com/hotel/fr/maison-entiere-les-celestins.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=b73499c38d5a03d5&srepoch=1680299528&from=searchresults#hotelTmpl,49.4421192,1.1091544
486,charming city center flat,Rouen,8.0,"Centre-ville de Rouen, Rouen","Situé dans le centre de Rouen, à seulement 600 mètres de la cathédrale Notre-Dame et à 1,1 km de la gare de Rouen Rive Droite, le charming city center flat propose un hébergement avec vue sur la ville...","20 Place de la Pucelle, 76000 Rouen, France",https://www.booking.com/hotel/fr/charming-city-center-flat.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=b73499c38d5a03d5&srepoch=1680299528&from=searchresults#hotelTmpl,49.4424707,1.0887266
487,Charmant T3 à quelques pas de l'hôtel de ville,Rouen,10.0,"Centre-ville de Rouen, Rouen","Situé dans le centre de Rouen, à 700 mètres de la cathédrale Notre-Dame et à moins de 1 km de la gare de Rouen Rive Droite, Le Charmant T3 à quelques pas de l'hôtel de ville propose une connexion...","2 Rue de Montbret, 76000 Rouen, France",https://www.booking.com/hotel/fr/charmant-t3-a-quelques-pas-de-l-de-ville.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=b73499c38d5a03d5&srepoch=1680299528&from=searchresults#hotelTmpl,49.4449218,1.0978358
488,Soleil d’été,Rouen,8.4,Rouen,"Situé à Rouen, à 1,6 km de la gare de l'Hôtel de ville de Soteville, le Soleil d'été propose des hébergements avec connexion Wi-Fi et parking privé gratuits. ","23 Rue d'Eauplet, 76300 Rouen, France",https://www.booking.com/hotel/fr/soleil-d-ete.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=b73499c38d5a03d5&srepoch=1680299528&from=searchresults#hotelTmpl,49.41899,1.0988132
489,MEININGER Hotel Lyon Centre Berthelot,Lyon,8.4,"7e arr., Lyon","Installé à Lyon, le MEININGER Hotel Lyon Centre Berthelot propose un bar, un parking privé, un salon commun et une terrasse. ","Rue Professeur Zimmermann 7, 7e arr., 69007 Lyon, France",https://www.booking.com/hotel/fr/meininger-lyon-centre-berthelot.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,
490,Residence Montempo Lyon Cite Internationale,Lyon,7.8,"6e arr., Lyon","La Residence Montempo Lyon Cite Internationale propose un appart'hôtel à proximité du parc de la Tête d'Or, au cœur du quartier du centre des congrès et à 15 minutes de route du centre-ville de Lyon. ","35 Quai Charles de Gaulle, 6e arr., 69006 Lyon, France",https://www.booking.com/hotel/fr/residence-hoteliere-temporim-cite-internationale.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from=searchresults#hotelTmpl,,
491,"Radisson Blu Hotel, Lyon",Lyon,7.9,"3e arr., Lyon","Situé à 300 mètres de la gare Part-Dieu, l'établissement Radisson Blu Hotel, Lyon est doté d'un restaurant-bar offrant une vue panoramique sur Lyon depuis le 32ème étage de l'emblématique tour...","129 rue Servient, 3e arr., 69003 Lyon, France",https://www.booking.com/hotel/fr/radisson-blu-hotel-lyon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,
492,Résidence Montempô Part Dieu,Lyon,7.5,"3e arr., Lyon","Située à Lyon, la Résidence Montempô Part Dieu propose des studios et des appartements entièrement équipés. ","30 Avenue Georges Pompidou, 3e arr., 69003 Lyon, France",https://www.booking.com/hotel/fr/residence-hoteliere-temporim-part-dieu.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from=searchresults#hotelTmpl,,
493,Lagrange Aparthotel Lyon Lumière,Lyon,8.0,"3e arr., Lyon","Le Lagrange Aparthotel Lyon Lumière dispose d’un spa avec hammam et bain à remous ; l’établissement se trouve à mi-chemin entre les stations de métro Sans Souci et Monplaisir-Lumière, directes pour la...","81-85 Cours Albert Thomas, 3e arr., 69003 Lyon, France",https://www.booking.com/hotel/fr/lagrange-city-apartha-tel-lyon-lumia-re.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from=searchresults#hotelTmpl,,
494,Hôtel Chromatics & Restaurant Hill Club,Lyon,7.5,"2e arr., Lyon","L’Hôtel Chromatics & Restaurant Hill Club est situé sur la Presqu’île de Lyon, à 6 minutes à pied de la gare et de la station de métro Perrache. ","12 rue Marc Antoine Petit, 2e arr., 69002 Lyon, France",https://www.booking.com/hotel/fr/perrache.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,
495,Residhome Lyon Gerland,Lyon,7.7,"7e arr., Lyon","Le Residhome Lyon Gerland est situé dans le quartier Gerland de Lyon, au pied de la station de métro Jean Jaurès. Il propose des appartements non-fumeurs avec connexion Wi-Fi gratuite. ","2 Rue Marie Madeleine Fourcade, 7e arr., 69007 Lyon, France",https://www.booking.com/hotel/fr/residence-park-avenue.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from=searchresults#hotelTmpl,,
496,Hôtel Charlemagne,Lyon,7.9,"2e arr., Lyon","L’Hôtel Charlemagne se trouve dans le centre de Lyon, à 5 minutes de marche de la station de métro et gare TGV de Lyon-Perrache. ","23 Cours Charlemagne, 2e arr., 69002 Lyon, France",https://www.booking.com/hotel/fr/hotelbestwesterncharlemagne.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,
497,Campanile Lyon Centre - Berges du Rhône,Lyon,7.1,"3e arr., Lyon",Le Campanile Lyon Centre - Berges du Rhône propose une connexion Wi-Fi gratuite. ,"4-6, rue Mortier, 3e arr., 69003 Lyon, France",https://www.booking.com/hotel/fr/bleumarinelyoncentre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,
498,Hotel Lyon-ouest,Lyon,8.6,"9e arr., Lyon","Situé sur les rives de la Saône, à 6 km de la place Bellecour, l'Hôtel Lyon-ouest propose 102 chambres, un restaurant, un bar et une salle de sport. ","50, Quai Professeur Paul Sédallian, 9e arr., 69009 Lyon, France",https://www.booking.com/hotel/fr/lyon-ouest-lyon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from=searchresults#hotelTmpl,,
499,Pilo Lyon,Lyon,8.3,"1er arr., Lyon","Idéalement situé à Lyon, le Pilo Lyon propose des chambres climatisées, un salon commun, une connexion Wi-Fi gratuite et une terrasse. Il possède une cuisine commune et un restaurant. ","10 Montée des Carmélites, 1er arr., 69001 Lyon, France",https://www.booking.com/hotel/fr/pilo-lyon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,
500,La Résidence,Lyon,7.8,"2e arr., Lyon","Situé dans une rue piétonne de la presqu'île de Lyon, à 3 minutes à pied de la place Bellecour et à 800 mètres de la gare de Lyon-Perrache, l'hôtel 3 étoiles La Résidence propose des hébergements...","18, Rue Victor Hugo, 2e arr., 69002 Lyon, France",https://www.booking.com/hotel/fr/laresidenlyon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from=searchresults#hotelTmpl,,
501,Hotel ParkSaône,Lyon,8.6,"9e arr., Lyon","L'Hotel ParkSaône se situe sur la rive de la Saône à Lyon. Vous pourrez profiter d'un restaurant sur place, d'un bar et d'une terrasse. ","26, rue Félix Mangini - Rue des mûriers, 9e arr., 69009 Lyon, France",https://www.booking.com/hotel/fr/parksaone.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from=searchresults#hotelTmpl,,
502,"Hotel De Verdun 1882, BW Signature Collection",Lyon,9.1,"2e arr., Lyon","L'Hotel De Verdun 1882, BW Signature Collection est situé dans le centre de Lyon, sur la presqu'île, à 450 mètres de la gare TGV de Lyon-Perrache. ","82 Rue de la Charité, 2e arr., 69002 Lyon, France",https://www.booking.com/hotel/fr/de-verdun-lyon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,
503,Hotel Victoria Lyon Perrache Confluence,Lyon,7.7,"2e arr., Lyon","L'Hotel Victoria Lyon Perrache Confluence vous accueille au coeur de Lyon, dans la Presqu'île, à seulement 300 mètres de la station de métro et gare TGV Perrache. ","3 Rue Delandine, 2e arr., 69002 Lyon, France",https://www.booking.com/hotel/fr/victoria-lyon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,
504,Greet Hotel Lyon Confluence,Lyon,8.1,"2e arr., Lyon","Doté d'une terrasse, d’un bar et d'un restaurant, le Greet Hotel Lyon Confluence propose des hébergements avec une connexion Wi-Fi gratuite dans le quartier de la Presqu'île de Lyon, à 18 minutes de...","26, cours De Verdun Perrache, 2e arr., 69002 Lyon, France",https://www.booking.com/hotel/fr/greet-hotel-lyon-confluence.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,
505,Bayard Bellecour,Lyon,8.9,"2e arr., Lyon","Le Bayard Bellecour occupe une authentique maison historique au cœur de la ville. Affichant une décoration traditionnelle, l’établissement propose tout le confort moderne. ","23 Place Bellecour, 2e arr., 69002 Lyon, France",https://www.booking.com/hotel/fr/bayard-bellecour.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from=searchresults#hotelTmpl,,
506,Lyon Marriott Hotel Cité Internationale,Lyon,8.0,"6e arr., Lyon",Le Lyon Marriott Hôtel Cité Internationale vous propose des chambres climatisées près du Rhône et du parc de la Tête d'Or. ,"70 Quai Charles de Gaulle, 6e arr., 69006 Lyon, France",https://www.booking.com/hotel/fr/marriott-lyon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,
507,Aparthotel Adagio Lyon Patio Confluence,Lyon,8.5,"2e arr., Lyon","L’Aparthotel Adagio Lyon Patio Confluence propose des hébergements avec accès gratuit à une salle de sport dans le 2ème arrondissement de Lyon, à moins de 450 mètres de la gare ferroviaire de...","50 Cours Charlemagne, 2e arr., 69002 Lyon, France",https://www.booking.com/hotel/fr/quality-suites-lyon-confluence.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,
508,"InterContinental Lyon - Hotel Dieu, an IHG Hotel",Lyon,9.1,"2e arr., Lyon","Situé à Lyon, à 1,1 km du musée Miniature et Cinéma, l'InterContinental Lyon - Hotel Dieu, an IHG Hotel propose une salle de sport, un parking privé, un jardin et une terrasse. ","20 Quai Jules Courmont, 2e arr., 69002 Lyon, France",https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from=searchresults#hotelTmpl,,
509,Residhotel Lyon Part Dieu,Lyon,7.4,"3e arr., Lyon","Le Residhotel Lyon Part Dieu est situé au cœur du quartier des affaires de Lyon, à seulement 700 mètres de la gare de La Part-Dieu et de l'arrêt de la navette aéroport. ","79 Boulevard Marius Vivier Merle, 3e arr., 69003 Lyon, France",https://www.booking.com/hotel/fr/residence-lyon-part-dieu.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,
510,Fourvière Hôtel,Lyon,8.4,"5e arr., Lyon","Situé sur la colline de Fourvière qui surplombe la vieille ville de Lyon, le Fourvière Hôtel offre une vue sur la métropole. Il comprend une piscine extérieure chauffée ouverte toute l'année. ","23 rue Roger Radisson, 5e arr., 69005 Lyon, France",https://www.booking.com/hotel/fr/fourviere.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=551f99c3ae420193&srepoch=1680299529&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,
