,Name,City,Rating,Loc,Description,Adress,Link,Lat,Long
177,Château de la Rocasse,Collioure,8.3,Collioure,"Situé sur le front de mer de Collioure, l'Apartment Collioure dispose d'un petit balcon avec vue sur la mer. Il se trouve à 200 mètres du château royal de Collioure. ","Place de l'Église, 66190 Collioure, France",https://www.booking.com/hotel/fr/chateau-de-la-rocasse.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=e5329990199d0269&srepoch=1680299425&from=searchresults#hotelTmpl,42.527892,3.0863113
178,Ibanova Appartements,Collioure,8.4,Collioure,"Situé à Collioure, à 200 mètres de la plage de Boutigue, l'Ibanova Appartements propose des hébergements climatisés avec connexion Wi-Fi gratuite et accès à une terrasse. ","3 Rue du Soleil, 66190 Collioure, France",https://www.booking.com/hotel/fr/ibanova.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=e5329990199d0269&srepoch=1680299425&from=searchresults#hotelTmpl,42.5231763,3.0851355
179,Appartement Centre Collioure Patio Wifi Clim,Collioure,9.2,Collioure,"Doté d'un balcon avec vue sur la ville, d'un jardin et d'une terrasse, l'Appartement Centre Collioure Patio Wifi Clim se trouve à Collioure, à proximité de la plage de Boramar et à 400 mètres de celle...","9 Avenue du Miradou, 66190 Collioure, France",https://www.booking.com/hotel/fr/appartement-centre-collioure-patio-wifi-clim.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=e5329990199d0269&srepoch=1680299425&from=searchresults#hotelTmpl,42.5274048,3.0823353
180,Les Jasmins,Collioure,8.4,Collioure,"La Chambre d'hôtes Les Jasmins est située à Collioure, à 4 minutes à pied de la plage. Une connexion Wi-Fi est disponible gratuitement. Argeles-sur-Mer se trouve à 14 minutes en voiture. ","11 impasse de la galère, 66190 Collioure, France",https://www.booking.com/hotel/fr/chambre-d-39-hotes-les-jasmins.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=e5329990199d0269&srepoch=1680299425&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,42.5236119,3.0820861
181,Rue de la Tour d'Auvergne 2TOAU8,Collioure,7.5,Collioure,"Offrant une vue sur la ville, le Rue de la Tour d'Auvergne 2TOAU8 propose un hébergement avec un balcon et une machine à café, à environ 100 mètres de la plage de Boutigue. ","Rue de la Tour d'Auvergne, 66190 Collioure, France",https://www.booking.com/hotel/fr/rue-de-la-tour-d-39-auvergne-2toau8.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=e5329990199d0269&srepoch=1680299425&from=searchresults#hotelTmpl,42.5234021,3.0859956
182,La Frégate,Collioure,8.3,Collioure,"Situé à Collioure, l'établissement La Frégate possède un bar, un restaurant, une terrasse et un salon commun. ","24 Boulevard Camille Pelletan, 66190 Collioure, France",https://www.booking.com/hotel/fr/la-fra-c-gate-collioure.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=e5329990199d0269&srepoch=1680299425&from=searchresults#hotelTmpl,42.5263984,3.0832876
183,ROCADE DE COLLIOURE,Collioure,8.3,Collioure,"Offrant une vue sur la ville, le ROCADE DE COLLIOURE propose un hébergement avec une terrasse et une machine à café, à moins de 1 km de la plage d'Ouille. ","602B Rue Romain Rolland, 66190 Collioure, France",https://www.booking.com/hotel/fr/rocade-de-collioure.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=e5329990199d0269&srepoch=1680299425&from=searchresults#hotelTmpl,42.5272906,3.0799934
184,Clos des Arts Suspendus,Avignon,8.9,"Centre-ville d'Avignon, Avignon","Offrant une vue sur le jardin, le Clos des Arts Suspendus est situé à Avignon, à environ 750 mètres du palais des papes. Cet hébergement climatisé se trouve à 1,2 km du pont d'Avignon. ","5 Rue du Crucifix, 84000 Avignon, France",https://www.booking.com/hotel/fr/clos-des-arts-suspendus.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from=searchresults#hotelTmpl,43.9456658,4.8097914
185,A l'ombre du Palais,Avignon,8.2,"Centre-ville d'Avignon, Avignon","Situé à 150 mètres du palais des Papes et à 10 minutes à pied du pont d'Avignon, l'établissement A l'ombre du Palais propose un hébergement avec une terrasse meublée commune. ","25 RUE BERTRAND, 84000 Avignon, France",https://www.booking.com/hotel/fr/a-l-39-ombre-du-palais.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.951565,4.8098306
186,Be Loft B&B Pool & Spa,Avignon,8.5,Avignon,"Doté d'une salle de sport, le Be Loft B&B Pool & Spa se situe à Avignon, à 1,5 km du palais des papes. Cette chambre d'hôtes possède un bar, une terrasse et une piscine extérieure ouverte en saison. ","15 Avenue de l' Arrousaire, 84000 Avignon, France",https://www.booking.com/hotel/fr/be-loft.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.9363796,4.8156572
187,CLIMATISATION-Hypercentre-PARKING-COSY CARNOT-AVIGNONSMILE,Avignon,8.6,"Centre-ville d'Avignon, Avignon","Situé dans le centre d'Avignon, à seulement 500 mètres du palais des Papes et à 1,1 km de la gare centrale, le CLIMATISATION-Hypercentre-PARKING-COSY CARNOT-AVIGNONSMILE propose un hébergement avec...","46-48 Rue Carnot, 84000 Avignon, France",https://www.booking.com/hotel/fr/hypercentre-cosy-carnot-avignonsmile.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from=searchresults#hotelTmpl,43.9492705,4.8110778
188,Maison XIXe et Jardin en Intramuros,Avignon,9.0,"Centre-ville d'Avignon, Avignon",La Maison XIXe et jardin en intramuros est située dans le centre-ville d'Avignon. Cette maison de vacances dispose d'une connexion Wi-Fi gratuite. ,"19 Rue de L'oriflamme, 84000 Avignon, France",https://www.booking.com/hotel/fr/maison-xixe-et-jardin-en-intramuros.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from=searchresults#hotelTmpl,43.949593,4.8115367
189,Hôtel Le Bristol,Avignon,8.0,"Centre-ville d'Avignon, Avignon","Idéalement situé à l’intérieur des remparts du centre d’Avignon, l’Hôtel Le Bristol vous propose des chambres climatisées, un bar, une connexion Wi-Fi gratuite et un salon commun. ","44 Cours Jean Jaurès, 84000 Avignon, France",https://www.booking.com/hotel/fr/hotel-bristol-avignon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from=searchresults#hotelTmpl,43.9439025,4.8052484
190,Bright studio near the Popes Palace in Avignon - Welkeys,Avignon,8.0,"Centre-ville d'Avignon, Avignon","Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, le Bright studio near the Popes Palace in Avignon - Welkeys est un hébergement situé dans un quartier central d'Avignon, à...","12 Place de l'Horloge, 84000 Avignon, France",https://www.booking.com/hotel/fr/bright-studio-near-the-popes-palace-in-avignon-welkeys.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from=searchresults#hotelTmpl,43.9490634,4.8062111
191,Régina Boutique Hotel,Avignon,8.3,"Centre-ville d'Avignon, Avignon","Le Régina Boutique Hotel est situé dans la rue principale d'Avignon, à seulement 5 minutes à pied du Palais des Papes. ","6, Rue de la République, 84000 Avignon, France",https://www.booking.com/hotel/fr/hotelreginaavignon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.94818945,4.805693713967193
192,ApartHotel Sainte-Marthe,Avignon,7.8,Avignon,"Situé en face de l'université Sainte Marthe, à seulement 15 minutes à pied du Palais des Papes et du centre historique d'Avignon, l'Apart'Hotel Sainte-Marthe propose des appartements indépendants et...","6 Route de Lyon , 84000 Avignon, France",https://www.booking.com/hotel/fr/ra-c-sidence-sainte-marthe.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from=searchresults#hotelTmpl,43.9501949,4.8211371
193,Le Magnan,Avignon,8.3,"Centre-ville d'Avignon, Avignon","Situé dans un cadre verdoyant au sein des anciens remparts de la ville, Le Magnan propose une connexion Wi-Fi gratuite. Il se trouve à 10 minutes à pied du Palais des Papes. ","63 Rue du Portail Magnanen, 84000 Avignon, France",https://www.booking.com/hotel/fr/hotellemagnan.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.9436032,4.8121714
194,"Duplex climatisé-Hauteur sous plafond 1,9m-Parking privé gratuit-Netflix-Arrivée autonome !! Duplex-Ceiling height 1,9m-Free private parking-Netflix-Self check in",Avignon,9.6,"Centre-ville d'Avignon, Avignon","Doté d'un jacuzzi et offrant une vue sur la ville, le Duplex climatisé-Hauteur sous plafond 1,9m-Parking privé gratuit-Netflix-Arrivée autonome!! ","71 Rue Joseph Vernet, 84000 Avignon, France",https://www.booking.com/hotel/fr/duplex-climatise-au-centre-ville-d-avignon-avec-parking-prive-gratuit.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.9471085,4.8033277
195,Hôtel Cloitre Saint Louis Avignon,Avignon,7.6,"Centre-ville d'Avignon, Avignon","Situé dans le centre d'Avignon, à 15 minutes à pied du palais des papes et du pont de la ville, l'Hôtel Cloitre Saint Louis Avignon occupe un bâtiment du XVIème siècle doté d'une piscine extérieure...","20, rue du Portail Boquier, 84000 Avignon, France",https://www.booking.com/hotel/fr/clarioncloitrestlouis.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from=searchresults#hotelTmpl,43.943804,4.8049793
196,Le Boquier 110 M2 - Intra Muros Proche Gare Centre - AC CLIM -,Avignon,9.0,"Centre-ville d'Avignon, Avignon","Idéalement situé dans le centre d'Avignon, Le Boquier 110 M2 - Intra Muros Proche Gare Centre - AC CLIM - dispose d'un balcon. ","10 Rue du Portail Boquier, 84000 Avignon, France",https://www.booking.com/hotel/fr/le-boquier-clim-netflix-intra-muros.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from=searchresults#hotelTmpl,43.9445535,4.8049318
197,La Petite Saunerie,Avignon,8.8,"Centre-ville d'Avignon, Avignon",L'établissement La Petite Saunerie propose un hébergement en maison d'hôtes dans le centre historique d'Avignon. Vous bénéficierez d'une connexion Wi-Fi gratuite. ,"9 Rue de la Petite Saunerie, 84000 Avignon, France",https://www.booking.com/hotel/fr/la-petite-saunerie.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from=searchresults#hotelTmpl,,
198,Avignon Grand Hotel,Avignon,8.3,Avignon,"Doté d'une petite piscine sur le toit, l'Avignon Grand Hotel bénéficie d'un emplacement idéal à proximité directe des remparts médiévaux d'Avignon, à seulement 70 mètres de la gare centrale et à 15...","34, bd Saint-Roch, 84000 Avignon, France",https://www.booking.com/hotel/fr/avignongrandhotel.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from=searchresults#hotelTmpl,43.9424415,4.803522696305933
199,Domaine de Rhodes B&B,Avignon,9.4,Avignon,"Doté d'une piscine extérieure, le Domaine de Rhodes propose des hébergements avec petit-déjeuner à Avignon. Vous pourrez également profiter d'un jardin, d'une terrasse et d'une cheminée. ","486 chemin de Rhodes, 84000 Avignon, France",https://www.booking.com/hotel/fr/domaine-de-rhodes.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from=searchresults#hotelTmpl,43.9744526,4.8333493
200,Best Western Plus Le Lavarin,Avignon,8.2,Avignon,"Le Best Western Plus Le Lavarin vous accueille à Avignon, à 2,5 km des remparts, du palais des papes et du pont d’Avignon. Il propose une salle de sport et une piscine intérieure. ","1715 Chemin du Lavarin, 84000 Avignon, France",https://www.booking.com/hotel/fr/hotellelavarin.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.9226783,4.804184374472905
201,Hôtel Central,Avignon,7.9,"Centre-ville d'Avignon, Avignon","Situé au cœur de la vieille ville d'Avignon, l'Hôtel Central propose des chambres confortables avec une connexion Wi-Fi gratuite. Un jardin et un bar sont disponibles sur place. ","31/33 Rue De La République, 84000 Avignon, France",https://www.booking.com/hotel/fr/central-avignon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.947246,4.8057837
203,Les Jardins de Baracane,Avignon,9.7,"Centre-ville d'Avignon, Avignon","Construit au XVIIème siècle, l'établissement Les Jardins de Baracane se situe dans le centre historique d'Avignon et propose une piscine extérieure ainsi qu'un jardin. ","12 rue Baracane, 84000 Avignon, France",https://www.booking.com/hotel/fr/les-jardins-de-baracane.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.9445362,4.809149
204,Le Sureau,Avignon,9.1,"Centre-ville d'Avignon, Avignon","Idéalement situé dans le centre d'Avignon, Le Sureau offre une vue sur la ville et dispose d'un salon commun. ","23 Rue Sureau, 84000 Avignon, France",https://www.booking.com/hotel/fr/le-sureau-avignon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from=searchresults#hotelTmpl,43.9520958,4.8147969
205,Appartement Plein Centre Avignon,Avignon,9.2,"Centre-ville d'Avignon, Avignon","Situé dans le centre d'Avignon, à 600 mètres du palais des papes et à 800 mètres de la gare centrale, l'Appartement Plein Centre Avignon propose une connexion Wi-Fi gratuite. ","Rez de chaussé appartement 3 6 Rue Collège de la Croix, 84000 Avignon, France",https://www.booking.com/hotel/fr/appartement-plein-centre-avignon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from=searchresults#hotelTmpl,,
206,Altera Roma Hôtel,Avignon,7.3,Avignon,"L'établissement familial 3 étoiles Altera Roma Hôtel occupe un bâtiment du XVIIIe siècle à côté de la gare d'Avignon, à 20 minutes à pied du palais des papes d'Avignon et du pont d'Avignon. ","13-15 Avenue Monclar, 84000 Avignon, France",https://www.booking.com/hotel/fr/avignon-monclar.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.9422878,4.807067
207,COWOOL AVIGNON,Avignon,8.9,Avignon,"Offrant une vue sur la ville, le COWOOL AVIGNON est situé à Avignon. Il propose une salle de sport, un jardin et un salon commun. ","25 Avenue Mazarin, 84000 Avignon, France",https://www.booking.com/hotel/fr/cowool-avignon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.9317343,4.8318315
208,Hotel d'Angleterre,Avignon,7.5,"Centre-ville d'Avignon, Avignon","Situé dans le centre-ville d'Avignon, l'Hôtel d'Angleterre dispose d'une connexion Wi-Fi gratuite et d'une réception ouverte 24h/24. La gare d'Avignon-Centre est accessible en 10 minutes à pied. ","29 boulevard Raspail, 84000 Avignon, France",https://www.booking.com/hotel/fr/d-angleterre-avignon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQKIAgGoAgO4AvuylaEGwAIB0gIkMjBiZDJlZWUtZjY0ZC00OWVlLWExZGQtMWQzN2NhYTA1NDA52AIF4AIB&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=bbdc999076c10216&srepoch=1680299426&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.9445487,4.8007427
